Name,Plot,Entry,Rep,Location,"Planting Date (date)","Protein (%)","Histidine (1st; %)","Serine (1st; %)","Arginine (1st; %)","Glycine (1st; %)","Aspartic acid (1st; %)","Glutamic acid (1st; %)","Threonine (1st; %)","Alanine (1st; %)","Proline (1st; %)","Cysteine (1st; %)","Lysine (1st; %)","Tyrosine (1st; %)","Methionine (1st; %)","Valine (1st; %)","Isoleucine (1st; %)","Leucine (1st; %)","Phenylalanine (1st; %)","Tryptophan (1st; %)","Sample Name (1st; text)"
"PI 238758 LSP AGL",NA,153,1,"Rosthern, Canada",2017,30.021546626898,0.9133744152536,1.5014273418128,2.3437059103336,1.1587725279964,3.5153333902888,4.8539777533422,1.2590905657936,1.1962639017167,1.2726638120422,0.26433590252332,1.9228111251892,0.92521443424064,0.26134864025821,1.4698698708878,1.2946902949691,2.165194196409,1.5155671208744,0.24053976115641,"ros 153 sst who"
"PI 289066 AGL",NA,161,1,"Rosthern, Canada",2017,30.048307915613,0.89759579724979,1.4349763143244,2.2996294672139,1.1578338955563,3.5243045298362,4.6792238773627,1.2072759066722,1.1760056885263,1.2166128593802,0.27835413658387,1.8644630350913,0.95306352208536,0.27281820181635,1.4174763277715,1.2529287150978,2.0767872128587,1.450625968442,0.23678956547304,"ros 161 sst who"
"PI 289073 LSP AGL",NA,162,1,"Rosthern, Canada",2017,28.796626215367,0.88903879629484,1.4127574777374,2.1418930233016,1.1367458259871,3.3805195451289,4.6766450389716,1.1938743164131,1.1343941794494,1.1843352800811,0.24990417234466,1.859972959839,0.91488624322374,0.2588174426853,1.4066251095752,1.2408705091434,2.08068939273,1.46733238342,0.22033127434357,"ros 162 sst who"
"PI 297783 AGL",NA,170,1,"Rosthern, Canada",2017,28.752823797363,0.8223799289347,1.3412111287409,2.1555600560845,1.0928132340805,3.1776676899528,4.3805812718125,1.1498461746716,1.0874692854351,1.1188345925118,0.26691958111977,1.7696398990471,0.87934982423491,0.27706936303897,1.3568586067298,1.1680540288511,2.0033193842313,1.3634124237336,0.22677360634587,"ros 170 sst who"
"PI 298631 LSP AGL",NA,176,1,"Rosthern, Canada",2017,27.957644279447,1.3305349679456,1.4330462304709,2.0074408470897,1.1499502410534,3.1147663458887,4.5029655714573,1.1512942767125,1.0938494326545,1.2017827280444,0.23329987615749,1.8278811069113,0.87552987569612,0.24769672225319,1.3370560568098,1.2053097785056,1.996908488455,1.3822059772358,0.21130524646089,"ros 176 sst who"
"PI 299165 AGL",NA,188,1,"Rosthern, Canada",2017,28.422847726801,0.99452428247499,1.3829009416847,2.1715959414287,1.1183571120499,3.2575923091101,4.5978617350415,1.1999958427761,1.1442618629765,1.2650383139971,0.23576415781854,1.8663666999139,0.86024038240441,0.24896153722811,1.3837291985443,1.2036357560939,2.0376687923946,1.4829725022041,0.21989532292225,"ros 188 sst who"
"PI 299237 LSP AGL",NA,190,1,"Rosthern, Canada",2017,28.099866798969,0.86483784386149,1.3388755515974,2.2663030235848,1.0902970818454,3.3744587440573,4.543078397269,1.1995304716374,1.1343595155845,1.1558852458701,0.27247212972931,1.8461287385939,0.91827889603047,0.27554241431259,1.3741914740913,1.1937646845474,2.0573604841508,1.4159623744073,0.2225149155187,"ros 190 sst who"
"PI 299312 AGL",NA,192,1,"Rosthern, Canada",2017,29.864988259502,1.037311158298,1.4316187950273,2.3137725444734,1.1829824335951,3.3490766650669,4.8968123334215,1.2579166962245,1.3342370506613,1.2676665376044,0.24302666768623,1.8979003897045,0.8493776048753,0.2821932597681,1.470605443091,1.2604586317466,2.1739909245333,1.4861324602878,0.23856817836639,"ros 192 sst who"
"PI 299351 LSP AGL",NA,194,1,"Rosthern, Canada",2017,25.923132507018,0.74085332730013,1.3730066650315,2.0956541210052,1.120074041539,3.3599085964358,4.2885815178578,1.1990582714771,1.141984710149,1.1476746191675,0.32538581513997,1.8358976066666,0.90293629160603,0.28034209457763,1.3384648290192,1.1477252333509,1.9271481200937,1.3323067239047,0.23125417350138,"ros 194 sst who"
"PI 300250 LSP AGL",NA,197,1,"Rosthern, Canada",2017,27.140536980128,0.74952678646178,1.3855442388814,2.1145994782858,1.0459085584098,3.2896047257065,4.5006429932741,1.1614429569834,1.1037461093277,1.1741985977824,0.28136017571512,1.8524764569651,0.87553863160644,0.248556012266,1.3609113561797,1.1931152899041,2.0311621475537,1.4184955517637,0.21403717996459,"ros 197 sst who"
"PI 320936 LSP AGL",NA,203,1,"Rosthern, Canada",2017,28.464935970507,0.86993267033416,1.4181029454844,2.1722450386017,1.1332925367297,3.2492680482567,4.5497881745202,1.2268044162647,1.1303066609343,1.1876004947029,0.2897026334721,1.8190607108425,0.93914248207342,0.2419869911395,1.4104933740093,1.2195753821528,2.0684093603295,1.4383571197231,0.23092781185048,"ros 203 sst who"
"PI 339283 LSP AGL",NA,215,1,"Rosthern, Canada",2017,28.652628155247,0.80593462202323,1.3566209164138,2.0628942557911,1.0616283644923,3.2454071515052,4.314968205987,1.1455137077808,1.0716245295287,1.1567000087379,0.29819102136111,1.7870265621568,0.88035211138091,0.23202113799077,1.3195231934256,1.1617862330776,1.9305142930599,1.3492208980701,0.22095497027573,"ros 215 sst who"
"PI 339292 LSP AGL",NA,218,1,"Rosthern, Canada",2017,31.617956795415,0.92653304645426,1.584988420586,2.4897840704575,1.2399747955234,3.7248021332563,4.981688828461,1.3232703932961,1.2524268548824,1.2513001908737,0.3191330045341,2.0293312551473,0.96793651844272,0.31869837530486,1.5096456350241,1.286416814357,2.2302274202553,1.5408067898376,0.2458359215007,"ros 218 sst who"
"PI 370481 LSP AGL",NA,225,1,"Rosthern, Canada",2017,31.991354399932,0.54695088100652,1.5148948770439,2.641762145514,1.2183978155009,3.543481742893,5.0572598691659,1.3118182219867,1.260546094323,1.2222120167165,0.29907351635574,2.0188749495041,0.96238764127265,0.27450626285344,1.5152243497442,1.3276057923119,2.2201770044803,1.5455603373682,0.23774135311393,"ros 225 sst who"
"PI 420818 AGL",NA,233,1,"Rosthern, Canada",2017,29.086998487011,0.96635803266393,1.3142724933382,2.3162842631258,1.0434591899907,3.1138113495889,4.4424642039503,1.1219211783318,1.0814571921515,1.1565178886327,0.23617576023627,1.7342811290431,0.87475175094284,0.24576636728858,1.2936219261845,1.1517733478431,1.9184197467258,1.3262823325785,0.22227933365661,"ros 233 sst who"
"PI 426784 LSP AGL",NA,239,1,"Rosthern, Canada",2017,27.865460033011,0.945627830457,1.2918363893493,2.0708887380275,1.0206338938552,3.0519359100472,4.122032141147,1.1134471187985,1.0658106239636,1.0796792659635,0.24334618986879,1.6805945751432,0.88293631824953,0.22997223036568,1.3058061029646,1.153985690218,1.9410591073109,1.4151160749224,0.20490534291603,"ros 239 sst who"
"PI 426797 LSP AGL",NA,240,1,"Rosthern, Canada",2017,26.647211445199,1.0037584325746,1.2120231872709,1.8660107913117,1.0040191581351,2.8911132634974,4.0365950773641,1.0799575538469,1.0279765557893,1.0906421224662,0.24516941063913,1.7103034535419,0.7715520011531,0.23695630111359,1.2489857471055,1.1081773318459,1.8297566407406,1.2815397396177,0.20189673389491,"ros 240 sst who"
"PI 426807 LSP AGL",NA,241,1,"Rosthern, Canada",2017,27.406674664076,0.80066876711846,1.3154523597279,1.9889764770292,1.0536841129703,3.2194978043203,4.2885306270761,1.1401642232219,1.099512345603,1.1457924325688,0.23427049232948,1.8012335652051,0.82962947121966,0.22865811323793,1.3232791748467,1.1511101591645,1.9657689339893,1.3651309705816,0.21480289088402,"ros 241 sst who"
"PI 431618 LSP AGL",NA,242,1,"Rosthern, Canada",2017,28.514615550033,0.63619090070292,1.4058065956253,2.1705306064011,1.1302041150755,3.2903542858826,4.4553293019511,1.2174172426201,1.1129074029487,1.157158933594,0.2527499233366,1.8174351159092,0.87292085358726,0.22991763441821,1.3683397639479,1.1825291849088,2.0321475147521,1.3909065460255,0.2348573522335,"ros 242 sst who"
"PI 431622 LSP AGL",NA,243,1,"Rosthern, Canada",2017,27.210038935163,0.78811210613177,1.3095535375331,2.0819007556907,1.0672117293076,3.0949163709016,4.1875704990798,1.1571819039635,1.1282593170841,1.099672844645,0.28469507649411,1.7723380930876,0.83564977252452,0.27290369438327,1.3166221860272,1.1499458710452,1.8937219077357,1.3183581325615,0.20660080286183,"ros 243 sst who"
"PI 431679 LSP AGL",NA,250,1,"Rosthern, Canada",2017,30.407312528892,0.84178855177841,1.4745553071429,2.4506420825645,1.1521620311566,3.589273335026,4.7887397664431,1.2456413102274,1.2126084414874,1.218253701354,0.26106218861307,1.9480637728455,0.92068499388094,0.2482610735437,1.4646952337886,1.271128634229,2.1241007468253,1.4773396158578,0.23041164774856,"ros 250 sst who"
"PI 431717 LSP AGL",NA,255,1,"Rosthern, Canada",2017,28.849838965999,0.94067414405127,1.4896899742227,2.3146762216797,1.1758308098896,3.5971021489015,4.7216837066797,1.2933216629202,1.2348930101336,1.2431518907428,0.28661686315879,2.0007097986248,0.92687552591055,0.29326604766988,1.4752883664316,1.2840542030842,2.1303918573877,1.4865596446531,0.22231871101358,"ros 255 sst who"
"PI 431728 LSP AGL",NA,256,1,"Rosthern, Canada",2017,27.633335352367,0.49597576905257,1.4109240829194,2.0221214156365,1.068550204156,3.292935073951,4.3229113805481,1.1651164216369,1.1103539691398,1.1548222991382,0.31999085263962,1.8285456232433,0.84861688368988,0.26012870085446,1.3371543350927,1.2406992178283,1.9621573817063,1.3888010992226,0.23572472660349,"ros 256 sst who"
"PI 431731 LSP AGL",NA,267,1,"Rosthern, Canada",2017,29.886106254548,0.6814819884096,1.3954562031266,2.1255975473052,1.1287484244257,3.5427177333023,4.4724431982638,1.2108705047994,1.1439489721299,1.2127580773037,0.31031628443072,1.8595548582365,0.89405338271226,0.26174511585265,1.3854175694569,1.1916032455925,2.0179800869144,1.4334940535629,0.21385279954716,"ros 267 sst who"
"CN 105605 AGL",NA,27,1,"Rosthern, Canada",2017,26.957306071541,0.7341689841775,1.3442396258109,2.029022904781,1.0401448154848,3.2312370089244,4.2176015953171,1.1407124882797,1.0977714964901,1.104951835359,0.2329290533445,1.764905647396,0.821735833811,0.21458898964993,1.3248978270822,1.1589982548945,1.9568576141658,1.3510807844882,0.2256579860786,"ros 27 sst who"
"PI 432033 LSP AGL",NA,274,1,"Rosthern, Canada",2017,26.94631804335,0.67564689390365,1.348645975418,1.9818400704869,1.0492966254174,3.2373763905366,4.1938265603763,1.1327226176357,1.1057091939436,1.1040134055674,0.26154710669482,1.7876195450806,0.82305559622273,0.24094491320051,1.3128991110891,1.1795647736353,1.9238384243529,1.3665550602862,0.20617127929772,"ros 274 sst who"
"PI 432147 LSP AGL",NA,279,1,"Rosthern, Canada",2017,28.563009779068,0.5773889001675,1.4235869773696,2.0904632275282,1.110808897507,3.5280120899309,4.4801228308633,1.1966443531395,1.1411299635791,1.1739983536324,0.32625813020211,1.872458298831,0.82105713663551,0.26571300166916,1.3708912650015,1.2014721160216,2.065828633257,1.4181237436051,0.21797751371098,"ros 279 sst who"
"PI 432286 LSP AGL",NA,288,1,"Rosthern, Canada",2017,30.132476902915,0.84207096516788,1.4257952419315,2.1232604346443,1.0972180709993,3.31682659875,4.6263065422388,1.1904879216487,1.1377886786117,1.2228233161486,0.2703621450611,1.8284653188109,0.8219873854676,0.25069671488241,1.408995543887,1.2246593012584,2.0435317152534,1.4331283654815,0.25140582059672,"ros 288 sst who"
"PI 451763 LSP AGL",NA,289,1,"Rosthern, Canada",2017,28.38696974798,0.68064140584405,1.3573852471806,2.0267290674206,1.1026805693713,3.2237679018753,4.4432886692708,1.1930058261575,1.1371201145724,1.2229436201378,0.24692556188724,1.8421070910019,0.82693504459225,0.26341720044868,1.3898431141876,1.2124581886315,2.0623829759811,1.4433371718441,0.20548260816343,"ros 289 sst who"
"PI 472213 LSP AGL",NA,296,1,"Rosthern, Canada",2017,29.322779661621,0.84638250535762,1.406507076559,2.0163785210024,1.1262434150897,3.5479037717335,4.7008247271819,1.0178831110587,1.1632242780948,1.2322424100754,0.23571549067028,1.8874056725212,0.91565890185993,0.22244134442101,1.3851804646945,1.2258014223111,2.111247343321,1.4154682268164,0.20715588254004,"ros 296 sst who"
"PI 472488 LSP AGL",NA,300,1,"Rosthern, Canada",2017,28.518696697351,0.79758540285066,1.3744860955433,2.1311332575313,1.1080031450547,3.2454508381989,4.502480746663,1.1734122920124,1.1055740138825,1.1651596905664,0.22913708758194,1.7976191223199,0.86735210645916,0.23777709240904,1.3853483972895,1.2193638244124,2.0389174245102,1.4175726122376,0.1924862840296,"ros 300 sst who"
"PI 472615 LSP AGL",NA,306,1,"Rosthern, Canada",2017,29.039024914776,0.75701280457785,1.1536150370241,2.2233096116747,1.114344308377,2.8313725635148,4.3122535220437,1.103335948435,1.0911681605397,1.1578135279539,0.26230156407798,1.8550704607206,0.88734767822029,0.25025979887319,1.4911873213798,1.2759498726599,2.0578377776788,1.4090364147415,0.2178672013206,"ros 306 sst who"
"PI 477921 LSP AGL",NA,308,1,"Rosthern, Canada",2017,28.739555151513,0.74349485677108,1.4650775013568,2.2304768946888,1.147295209179,3.3651245811073,4.6129843532484,1.2469016200358,1.2158457420204,1.21927375875,0.25611719973077,1.902381034675,0.96488120067897,0.24907620138731,1.4228637576765,1.2409678039163,2.0919255673452,1.4460422673063,0.22054018832191,"ros 308 sst who"
"PI 518734 LSP AGL",NA,313,1,"Rosthern, Canada",2017,30.717164999576,1.0817809885739,1.4293212760042,2.2429768862705,1.1706910737689,3.2877950946608,4.6399540351194,1.2415287965087,1.2241397505383,1.2361557450297,0.21785503593053,1.9620493176473,0.86594733705064,0.24028865214108,1.4740632991777,1.2927168371191,2.1594671870059,1.5282354547741,0.22607333667943,"ros 313 sst who"
"PI 533693 LSP AGL",NA,315,1,"Rosthern, Canada",2017,28.368837146158,0.80192357392112,1.3658017521497,2.1303516754796,1.0982521274365,3.2641789466717,4.4760736481715,1.1541657704834,1.1109063715002,1.13029689043,0.23399451399356,1.7918602663173,0.84865192067288,0.24192933024361,1.3450266658691,1.1932488524248,1.9811378394668,1.3912057153737,0.21160192104198,"ros 315 sst who"
"PI 643452 AGL",NA,318,1,"Rosthern, Canada",2017,31.077978466924,0.89416804804205,1.4051321071557,2.4734469894514,1.1738240444648,3.2813586686733,4.5223977874328,1.1925861781271,1.1302726318109,1.1934692570531,0.27622653020141,1.8245568782113,0.9052190407439,0.24017180408991,1.4200305759912,1.2323362629766,2.1112803825049,1.5090212488951,0.22547972958846,"ros 318 sst who"
"CN 105789 AGL",NA,32,1,"Rosthern, Canada",2017,29.16495321983,0.79254806046742,1.4198908103505,2.3781457363633,1.1459910894101,3.4659335608083,4.6135836857723,1.218656265282,1.1805055828016,1.170888371156,0.24586540246591,1.9013447604166,0.87011286519678,0.26317026227388,1.4331904668633,1.2266889172446,2.0916370545826,1.4281625465797,0.21702998889427,"ros 32 sst who"
"CN 108370 AGL",NA,41,1,"Rosthern, Canada",2017,29.381759897652,0.69969116019265,1.4357070934858,2.1846507362226,1.1526200465963,3.38942540317,4.7278452988545,1.2296381118696,1.1828404385276,1.1975881403091,0.26105025881374,1.9014314678785,0.80026255040257,0.25771365960579,1.4436855828418,1.2492916210336,2.0757440325789,1.4413977094784,0.22812065598246,"ros 41 sst who"
"Gudo AGL",NA,45,1,"Rosthern, Canada",2017,30.362570829148,0.80548620800044,1.4759201702544,2.4132704191116,1.1709928348537,3.413809711646,4.751762131298,1.2421038030516,1.1833215751018,1.1759788192769,0.30580515230332,1.9108270919141,0.94740800872835,0.26483546979525,1.4295145226979,1.279561263845,2.1311164413597,1.4893736437868,0.22568558069117,"ros 45 sst who"
"IG 1046 AGL",NA,46,1,"Rosthern, Canada",2017,29.968381331605,0.7888361876844,1.5561419866542,2.3249196666988,1.1875561725221,3.5937532535641,4.7386978692794,1.2842049060473,1.2167014316028,1.2091259438626,0.2700317024364,1.9851073247427,0.88345165946388,0.28445081081765,1.4762645194271,1.2990481088013,2.1618036774735,1.5105844312925,0.2404449886219,"ros 46 sst who"
"IG 1959 AGL",NA,48,1,"Rosthern, Canada",2017,28.022379134422,0.5889668926816,1.3877862042607,2.1325637323316,1.1054429817223,3.4305578917155,4.434765509883,1.1950910620516,1.1361384983247,1.1399693161049,0.30912160142699,1.8339983217381,0.84756063151705,0.27750011567686,1.3590809245206,1.2041106814846,2.0103351040351,1.3913921398547,0.22988411124243,"ros 48 sst who"
"CDC Cherie AGL",NA,5,1,"Rosthern, Canada",2017,27.711642974248,0.6944291453342,1.3410721295619,2.0235597863093,1.0968450563269,3.0297868125984,4.3592296242025,1.1891793240545,1.121663063691,1.13294585268,0.24736323984718,1.7844377193777,0.81386193837489,0.2419519662636,1.3547169669114,1.1693094603341,1.9988511770737,1.3998832405283,0.21955109092571,"ros 5 sst who"
"ILL 10657 AGL",NA,52,1,"Rosthern, Canada",2017,28.382377544734,0.71182352956952,1.4262540886899,2.0822770269437,1.1400286717367,3.3303047030728,4.5937054335069,1.2282565382453,1.1592509307947,1.1618901741124,0.27880002093409,1.8874002092888,0.8684455078732,0.28802299651315,1.4596015768769,1.2046492292135,2.0860165113936,1.4361500103719,0.23437821051236,"ros 52 sst who"
"ILL 11547 AGL",NA,54,1,"Rosthern, Canada",2017,29.409071267512,0.82415704341287,1.4760245057069,2.2006262084072,1.1604252737788,3.4436306172827,4.748404296725,1.2464972418794,1.1580865025483,1.2099233638807,0.30245699228279,1.883588623814,0.89696738278601,0.26613586642635,1.4477357494412,1.2674163828696,2.1372504302103,1.4929008966926,0.2326870085756,"ros 54 sst who"
"ILL 11558 AGL",NA,59,1,"Rosthern, Canada",2017,29.791876473636,1.1461766234654,1.4179481105143,2.2636851900733,1.1668215432318,3.3385031469278,4.6924515055717,1.2225536884367,1.1687955534513,1.216616031858,0.26921794864395,1.9006001513321,0.86873256087785,0.27869749740537,1.4351833076763,1.2516315571945,2.1058916779575,1.4900830113558,0.22514071583478,"ros 59 sst who"
"ILL 1553 AGL",NA,61,1,"Rosthern, Canada",2017,28.643293946357,0.70104678688233,1.3563024925071,2.0568249018139,1.0760641978322,3.2603508768053,4.3806857485214,1.1774539611787,1.120236994617,1.1308524620254,0.29898117757008,1.8223132224128,0.85755197874999,0.26181805186391,1.3513394758836,1.1800422589598,2.0158956238645,1.3936759491822,0.22150878872233,"ros 61 sst who"
"ILL 1762 AGL",NA,62,1,"Rosthern, Canada",2017,25.8345875209,0.57947969137239,1.2100563657684,1.7613686008054,1.0095625119679,2.8696209907813,3.8730178168571,1.0582952074195,1.0183899835045,1.0678072746212,0.27550963819778,1.6755687044101,0.80563793790972,0.25312133215485,1.2228996854836,1.0540463342749,1.7733855485978,1.2190000170047,0.2169145517741,"ros 62 sst who"
"ILL 1983 AGL",NA,63,1,"Rosthern, Canada",2017,27.997705630753,0.9237898800711,1.3129329507952,2.1184214965716,1.0435477208573,3.1475151344572,4.2808483659202,1.0847377273909,1.0748653224151,1.0910912389734,0.23202136716053,1.7483342944461,0.76540380021245,0.21702366654652,1.2955524987512,1.1246021978604,1.9467915294789,1.3316308173484,0.20932480139848,"ros 63 sst who"
"PI 431893 LSP AGL",NA,66,1,"Rosthern, Canada",2017,29.190130758025,0.69431635114921,1.4626819557973,2.1942107505102,1.1639816764929,3.4633548461546,4.7681682899645,1.250167499505,1.196943066444,1.2502913513867,0.29611613366109,1.9981425955196,0.85150399244979,0.24203283370309,1.4735045925875,1.2784172678462,2.1859942437262,1.5165331267786,0.22397896272281,"ros 66 sst who"
"ILL 2507 AGL",NA,67,1,"Rosthern, Canada",2017,27.313687273991,0.79030113302563,1.3562284627759,2.0527450547532,1.0760362928354,2.9265589665298,4.1828644603674,1.1329581295728,1.0367651778509,1.1377414072646,0.24978180972415,1.6755334172445,0.76415817900363,0.25181376512463,1.318489614536,1.1745735212622,1.9519480812562,1.3898113265657,0.21154866344854,"ros 67 sst who"
"ILL 358 AGL",NA,73,1,"Rosthern, Canada",2017,30.065261134306,0.91329500558869,1.4807618983141,2.2658480723217,1.1573035917605,3.5106137994015,4.7948920850497,1.2235249481308,1.1511005360225,1.2288947948472,0.30316950126165,1.9285537265699,0.78851140188124,0.2611303467436,1.4236274330092,1.2743581553713,2.1280668742288,1.4812811436494,0.23465331449792,"ros 73 sst who"
"ILL 3597 AGL",NA,74,1,"Rosthern, Canada",2017,26.198865191812,0.81421701615995,1.2951923232825,1.9506671575547,1.0281793674192,2.9878964444403,4.0399105984223,1.1044732822122,1.0140908865362,1.0760201964465,0.24199905788163,1.6939491398935,0.76943351574795,0.22080074731019,1.266320511269,1.1207713851,1.8664928897983,1.3084801506469,0.20414886877805,"ros 74 sst who"
"ILL 4609 AGL",NA,78,1,"Rosthern, Canada",2017,27.66879168693,0.63592008706083,1.3475480890948,2.0150323035089,1.055622316006,3.089234427591,4.2871324788398,1.1389021049631,1.0906716940278,1.1302955137683,0.28018044546899,1.7929594221325,0.7999949279542,0.23379650201145,1.3120989903549,1.1306699444262,1.9505086744212,1.3603702342987,0.21495942813503,"ros 78 sst who"
"ILL 5058 AGL",NA,87,1,"Rosthern, Canada",2017,27.640347285346,0.8017523645285,1.4086236998039,2.2797684602092,1.1157876051368,3.1891505494612,4.624839363856,1.1695959884489,1.1865948252468,1.165841191006,0.24189127906859,1.8491115085155,0.78148788017355,0.22715758168396,1.3804630036116,1.2070997658799,2.0669760145937,1.4073493688407,0.22505809057656,"ros 87 sst who"
"CDC Impower AGL",NA,9,1,"Rosthern, Canada",2017,29.345902318391,0.68827373939218,1.4472730914352,2.2587828743779,1.1388678013143,3.3289265754471,4.6233626157296,1.2301716739427,1.1576490010439,1.1519873385218,0.27448894889545,1.8561227082032,0.86586767283148,0.26520107488782,1.4180792743966,1.2222429404683,2.0969391690242,1.4537962023302,0.22657055973743,"ros 9 sst who"
